"id","type","platform_priority","text","media_file","why_viral"
"sm_069","carousel_seed","instagram>facebook","Карусель: возврат денег

Слайд 1: В поддержке хочется попросить возврат уверенно, но без агрессии.
Слайд 2: Неудачный дословный вариант — Give me my money back.
Слайд 3: Почему это звучит не так
Слайд 4-8: I'd like to request a refund. / The issue hasn't been resolved. / Could you explain my options? / How long does the refund usually take? / Could you send me confirmation?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_069.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_070","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""школа ребёнка"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: My child has problem.
3. короткая пауза/реакция лицом
4. живой вариант:
• I'd like to talk about something I'm concerned about.
• Could you tell me what you've noticed?
• What can we do at home?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_071","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда small talk, а ты переводишь с русского

Скетч:
Русская мысль: Normal.
Внутренний голос: звучит слишком резко.
Нормальный английский: Pretty good, thanks.
Если нужно мягче: Can't complain.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_072","native_surprise","instagram>threads>facebook","Английский странный: почему не ""Make a photo"", а ""Take a photo.""?

Русская логика говорит: Make a photo
Живой английский говорит: Take a photo.

Почему: фото по-английски не делают, а берут.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_072.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_073","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 9

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: отель.
В отеле нужно объяснить проблему спокойно: номер, карта, шум, поздний заезд.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• There seems to be a problem with my room.
• The key card isn't working.
• Could someone take a look?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_074","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: дедлайн на работе

1. I'm concerned about the timeline.
2. To do it properly, we'll need more time.
3. Can we adjust the deadline?
4. What should we prioritize first?
5. I can send an update by Friday.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_074.png","сохраняемость; практическая ситуация; короткий список"
"sm_075","mistake_fix","instagram>threads>facebook","Не говори: Open me the door
Лучше: Open the door for me.

Почему: for me уходит в конец.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_075.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_076","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""What papers need?"" без грубости?

Мой вариант:
Which documents do I need to provide?

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_077","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 9

Взрослый английский начинается не с Present Perfect.

Он начинается, когда несогласие на встрече, тебе нужно сказать что-то простое, но спокойно.

Не You are wrong.
А: I see your point.

30+ нужен английский для статуса и уважительного тона.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_078","carousel_seed","instagram>facebook","Карусель: рабочий звонок

Слайд 1: На рабочем звонке английский есть в голове, но ответ не выходит вовремя.
Слайд 2: Неудачный дословный вариант — I don't know.
Слайд 3: Почему это звучит не так
Слайд 4-8: Let me check that. / I need a minute to think. / What I mean is... / Could you clarify one thing? / I'll get back to you today.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_078.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_079","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""ресторан"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: This is wrong.
3. короткая пауза/реакция лицом
4. живой вариант:
• Sorry, I think there was a mix-up.
• I ordered it without cheese.
• Could you change it, please?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_080","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда возврат денег, а ты переводишь с русского

Скетч:
Русская мысль: Give me my money back.
Внутренний голос: звучит слишком резко.
Нормальный английский: I'd like to request a refund.
Если нужно мягче: The issue hasn't been resolved.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_081","native_surprise","instagram>threads>facebook","Английский странный: почему не ""I have 30 years"", а ""I'm 30.""?

Русская логика говорит: I have 30 years
Живой английский говорит: I'm 30.

Почему: возраст в английском — состояние, а не possession.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_081.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_082","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 10

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: телефонный звонок.
По телефону английский сложнее: нет жестов, мимики и времени подумать.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Sorry, the line is breaking up.
• Could you repeat the last part?
• Let me write that down.

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_083","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: презентация

1. Today I'd like to walk you through...
2. The main point is...
3. Let me give you an example.
4. That's a great question.
5. I'll follow up with the details.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_083.png","сохраняемость; практическая ситуация; короткий список"
"sm_084","mistake_fix","instagram>threads>facebook","Не говори: Discuss about it
Лучше: Discuss it.

Почему: discuss уже включает идею about.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_084.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_085","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""I have pain."" без грубости?

Мой вариант:
It hurts here.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_086","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 10

Взрослый английский начинается не с Present Perfect.

Он начинается, когда аэропорт, тебе нужно сказать что-то простое, но спокойно.

Не Where I go?
А: Has the gate changed?

Путешествия 30+ дают понятный страх: потеряться и не суметь спросить.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_087","carousel_seed","instagram>facebook","Карусель: аренда

Слайд 1: Когда дома что-то сломалось, хочется написать арендодателю без агрессии.
Слайд 2: Неудачный дословный вариант — Fix it now.
Слайд 3: Почему это звучит не так
Слайд 4-8: The heating stopped working. / Could someone take a look? / It's quite urgent. / When could you arrange a repair? / Thank you for your help.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_087.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_088","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""несогласие на встрече"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: You are wrong.
3. короткая пауза/реакция лицом
4. живой вариант:
• I see your point.
• I'm not sure I agree with that part.
• My concern is...
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_089","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда рабочий звонок, а ты переводишь с русского

Скетч:
Русская мысль: I don't know.
Внутренний голос: звучит слишком резко.
Нормальный английский: Let me check that.
Если нужно мягче: I need a minute to think.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_090","native_surprise","instagram>threads>facebook","Английский странный: почему не ""I live here 5 years"", а ""I've lived here for 5 years.""?

Русская логика говорит: I live here 5 years
Живой английский говорит: I've lived here for 5 years.

Почему: срок до настоящего момента требует present perfect.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_090.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_091","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 11

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: банк.
В банке или поддержке хочется спорить спокойно, а не звучать грубо.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• I don't recognize this charge.
• Could you check the details?
• I'd like to dispute it.

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_092","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: школа ребёнка

1. I'd like to talk about something I'm concerned about.
2. Could you tell me what you've noticed?
3. What can we do at home?
4. Is there anything we should practice?
5. Thank you for letting me know.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_092.png","сохраняемость; практическая ситуация; короткий список"
"sm_093","mistake_fix","instagram>threads>facebook","Не говори: I didn't went
Лучше: I didn't go.

Почему: после didn't глагол возвращается в базовую форму.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_093.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_094","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""Normal."" без грубости?

Мой вариант:
Pretty good, thanks.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_095","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 11

Взрослый английский начинается не с Present Perfect.

Он начинается, когда отель, тебе нужно сказать что-то простое, но спокойно.

Не My room is bad.
А: There seems to be a problem with my room.

В поездках взрослые хотят решить вопрос без конфликта и стыда.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_096","carousel_seed","instagram>facebook","Карусель: дедлайн на работе

Слайд 1: Когда дедлайн нереальный, английский должен звучать профессионально, а не резко.
Слайд 2: Неудачный дословный вариант — This is impossible.
Слайд 3: Почему это звучит не так
Слайд 4-8: I'm concerned about the timeline. / To do it properly, we'll need more time. / Can we adjust the deadline? / What should we prioritize first? / I can send an update by Friday.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_096.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_097","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""аэропорт"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: Where I go?
3. короткая пауза/реакция лицом
4. живой вариант:
• Has the gate changed?
• Is the flight delayed?
• Where can I get help?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_098","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда аренда, а ты переводишь с русского

Скетч:
Русская мысль: Fix it now.
Внутренний голос: звучит слишком резко.
Нормальный английский: The heating stopped working.
Если нужно мягче: Could someone take a look?

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_099","native_surprise","instagram>threads>facebook","Английский странный: почему не ""Can you borrow me money?"", а ""Can you lend me money?""?

Русская логика говорит: Can you borrow me money?
Живой английский говорит: Can you lend me money?

Почему: borrow — брать, lend — давать.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_099.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_100","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 12

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: собеседование.
На собеседовании английский должен звучать уверенно, но не заученно.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• My main experience is in...
• I was responsible for...
• One project I'm proud of is...

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_101","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: ресторан

1. Sorry, I think there was a mix-up.
2. I ordered it without cheese.
3. Could you change it, please?
4. No worries, thank you.
5. Could we also get the bill?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_101.png","сохраняемость; практическая ситуация; короткий список"
"sm_102","mistake_fix","instagram>threads>facebook","Не говори: Advices
Лучше: Advice.

Почему: advice обычно неисчисляемое.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_102.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_103","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""Give me my money back."" без грубости?

Мой вариант:
I'd like to request a refund.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_104","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 12

Взрослый английский начинается не с Present Perfect.

Он начинается, когда телефонный звонок, тебе нужно сказать что-то простое, но спокойно.

Не I don't hear.
А: Sorry, the line is breaking up.

Телефонные фразы часто сохраняют, потому что стресс знаком почти всем.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_105","carousel_seed","instagram>facebook","Карусель: презентация

Слайд 1: На презентации страшно не забыть слова и не зависнуть после вопроса.
Слайд 2: Неудачный дословный вариант — I will tell about...
Слайд 3: Почему это звучит не так
Слайд 4-8: Today I'd like to walk you through... / The main point is... / Let me give you an example. / That's a great question. / I'll follow up with the details.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_105.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_106","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""отель"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: My room is bad.
3. короткая пауза/реакция лицом
4. живой вариант:
• There seems to be a problem with my room.
• The key card isn't working.
• Could someone take a look?
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_107","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда дедлайн на работе, а ты переводишь с русского

Скетч:
Русская мысль: This is impossible.
Внутренний голос: звучит слишком резко.
Нормальный английский: I'm concerned about the timeline.
Если нужно мягче: To do it properly, we'll need more time.

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_108","native_surprise","instagram>threads>facebook","Английский странный: почему не ""I am agree"", а ""I agree.""?

Русская логика говорит: I am agree
Живой английский говорит: I agree.

Почему: agree уже глагол, ему не нужен am.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_108.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_109","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 13

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: документы.
Когда речь про документы, хочется уточнить всё без лишней паники.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• Which documents do I need to provide?
• Is a copy enough?
• Could you confirm the deadline?

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_110","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: несогласие на встрече

1. I see your point.
2. I'm not sure I agree with that part.
3. My concern is...
4. Could we look at another option?
5. Maybe we can test it first.

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_110.png","сохраняемость; практическая ситуация; короткий список"
"sm_111","mistake_fix","instagram>threads>facebook","Не говори: How is it called?
Лучше: What is it called?

Почему: русская конструкция переносится в английский.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_111.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_112","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""I don't know."" без грубости?

Мой вариант:
Let me check that.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_113","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 13

Взрослый английский начинается не с Present Perfect.

Он начинается, когда банк, тебе нужно сказать что-то простое, но спокойно.

Не You took my money.
А: I don't recognize this charge.

Деньги, документы и сервис дают сильную мотивацию сохранять пост.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_114","carousel_seed","instagram>facebook","Карусель: школа ребёнка

Слайд 1: С учителем ребёнка хочется говорить взрослым тоном, даже если английский неидеальный.
Слайд 2: Неудачный дословный вариант — My child has problem.
Слайд 3: Почему это звучит не так
Слайд 4-8: I'd like to talk about something I'm concerned about. / Could you tell me what you've noticed? / What can we do at home? / Is there anything we should practice? / Thank you for letting me know.
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_114.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_115","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""телефонный звонок"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: I don't hear.
3. короткая пауза/реакция лицом
4. живой вариант:
• Sorry, the line is breaking up.
• Could you repeat the last part?
• Let me write that down.
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_116","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда презентация, а ты переводишь с русского

Скетч:
Русская мысль: I will tell about...
Внутренний голос: звучит слишком резко.
Нормальный английский: Today I'd like to walk you through...
Если нужно мягче: The main point is...

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_117","native_surprise","instagram>threads>facebook","Английский странный: почему не ""Tell me please"", а ""Could you tell me, please?""?

Русская логика говорит: Tell me please
Живой английский говорит: Could you tell me, please?

Почему: прямой порядок звучит как команда.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_117.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
"sm_118","text_thread","threads>facebook","Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух. — для работы, вариант 14

Неприятная правда: взрослые часто знают больше английского, чем могут сказать вслух.

Ситуация: врач.
У врача страшно говорить неточно: хочется объяснить боль понятно и без паники.

Что обычно происходит:
1. человек понимает вопрос
2. начинает переводить с русского
3. боится ошибки
4. отвечает слишком резко или молчит

Лучше иметь готовые входы:
• It hurts here.
• It started yesterday.
• It gets worse when I move.

Не надо ждать идеального английского. Нужен первый спокойный ход.","","узнаваемая взрослая боль; комментарии про личный опыт; можно сохранить как опору"
"sm_119","saveable_phrase_bank","instagram>facebook>threads","5 фраз на английском для ситуации: аэропорт

1. Has the gate changed?
2. Is the flight delayed?
3. Where can I get help?
4. Do I need to rebook?
5. Could you show me where to go?

Смысл не в том, чтобы выучить список.
Смысл в том, чтобы в стрессовый момент не собирать английский с нуля.","media/sm_119.png","сохраняемость; практическая ситуация; короткий список"
"sm_120","mistake_fix","instagram>threads>facebook","Не говори: Make a photo
Лучше: Take a photo.

Почему: фото по-английски не делают, а берут.

Такие ошибки не страшные. Но они сразу выдают перевод с русского.
Сохрани, если хочешь звучать естественнее.","media/sm_120.png","быстрый дофамин исправления; легко репостнуть; простая польза"
"sm_121","comment_prompt","threads>facebook","Как бы ты сказал по-английски: ""Fix it now."" без грубости?

Мой вариант:
The heating stopped working.

А теперь интересно: какой вариант первым пришёл тебе в голову?","","просит лёгкий комментарий; нет стыда; люди сравнивают варианты"
"sm_122","adult_micro_story","facebook>threads","Взрослый английский начинается не с Present Perfect, а с фразы в моменте. — для родителей, вариант 14

Взрослый английский начинается не с Present Perfect.

Он начинается, когда собеседование, тебе нужно сказать что-то простое, но спокойно.

Не I have experience.
А: My main experience is in...

Карьера и деньги делают английский не хобби, а рычагом.

Phraseman помогает тренировать живые фразы с озвучкой и объяснениями по-русски.","","эмоциональный контекст; мягкая продажа; 30+ узнают себя"
"sm_123","carousel_seed","instagram>facebook","Карусель: ресторан

Слайд 1: В ресторане сложно исправить заказ так, чтобы не звучать раздражённо.
Слайд 2: Неудачный дословный вариант — This is wrong.
Слайд 3: Почему это звучит не так
Слайд 4-8: Sorry, I think there was a mix-up. / I ordered it without cheese. / Could you change it, please? / No worries, thank you. / Could we also get the bill?
Финал: тренируй готовые фразы, а не отдельные слова.","media/sm_123.png","IG/FB любят сохраняемые карточки; понятная серия; сценарность"
"sm_124","reel_script","instagram>threads>facebook","POV: ты реально попал в ситуацию ""банк"" и английский нужен сейчас

Формат видео:
1. первый кадр — реальная взрослая ситуация, не студийная лекция
2. плохой вариант на экране: You took my money.
3. короткая пауза/реакция лицом
4. живой вариант:
• I don't recognize this charge.
• Could you check the details?
• I'd like to dispute it.
5. финал: одна фраза, которую хочется сохранить

Смысл: не объяснять английский с доски, а показать момент, где он нужен.","","реальная сцена вместо урока; лицо/эмоция; польза встроена в сюжет"
"sm_125","roleplay_sketch","instagram>threads>facebook","Тот самый момент, когда школа ребёнка, а ты переводишь с русского

Скетч:
Русская мысль: My child has problem.
Внутренний голос: звучит слишком резко.
Нормальный английский: I'd like to talk about something I'm concerned about.
Если нужно мягче: Could you tell me what you've noticed?

Такой формат цепляет не потому, что он смешной сам по себе.
Он цепляет, потому что человек узнаёт свой стыд и получает выход.","","узнавание; комедийная роль; легко отправить другу"
"sm_126","native_surprise","instagram>threads>facebook","Английский странный: почему не ""I feel myself bad"", а ""I don't feel well.""?

Русская логика говорит: I feel myself bad
Живой английский говорит: I don't feel well.

Почему: myself здесь лишний.

Это тот тип поста, который хочется переслать: вроде мелочь, но мозг щёлкает.","media/sm_126.png","когнитивный щелчок; английский кажется нелогичным; короткое объяснение"
