"Provider","Date","Text","Local Folder","Media Count","Note"
"tiktok","2026-06-17T13:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если надо говорить с врачом. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_018","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-17T17:00:00+01:00","Реальная ситуация на английском: на работе дедлайн нереальный. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_019","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-17T20:00:00+01:00","На английском How is it called? выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_020","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-18T09:00:00+01:00","Английский вроде есть, но с арендодателем речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_021","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-18T13:00:00+01:00","На английском ты хотел попросить скидку, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_022","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-18T17:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если надо написать арендодателю. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_023","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-18T20:00:00+01:00","Реальная ситуация на английском: в кафе принесли не то. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_024","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-19T09:00:00+01:00","На английском I am agree выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_025","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-19T13:00:00+01:00","Английский вроде есть, но в аэропорту речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_026","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-19T17:00:00+01:00","На английском ты хотел напомнить о задаче, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_027","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-19T20:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если на работе надо не согласиться. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_028","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-20T09:00:00+01:00","Реальная ситуация на английском: в отеле не работает карта. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_029","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-20T13:00:00+01:00","На английском I have 30 years выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_030","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-20T17:00:00+01:00","Английский вроде есть, но в small talk речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_031","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-20T20:00:00+01:00","На английском ты хотел попросить подождать, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_032","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-21T09:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если в банке списали деньги. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_033","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-21T13:00:00+01:00","Реальная ситуация на английском: на собеседовании не понял вопрос. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_034","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-21T17:00:00+01:00","На английском I wait you выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_035","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-21T20:00:00+01:00","Английский вроде есть, но в чате на работе речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_036","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-22T09:00:00+01:00","На английском ты хотел поправить ошибку, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_037","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-22T13:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если в аэропорту всё поменялось. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_038","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-22T17:00:00+01:00","Реальная ситуация на английском: в школе надо поговорить с учителем. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_039","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-22T20:00:00+01:00","На английском Make photo выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_040","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-23T09:00:00+01:00","Английский вроде есть, но в кафе речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_041","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-23T13:00:00+01:00","На английском ты хотел сказать, что занята, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_042","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-23T17:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если в магазине надо вернуть товар. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_043","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-23T20:00:00+01:00","Реальная ситуация на английском: в customer support нужна компенсация. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_044","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-24T09:00:00+01:00","На английском Open me the door выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_045","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-24T13:00:00+01:00","Английский вроде есть, но в школе у ребёнка речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_046","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-24T17:00:00+01:00","На английском ты хотел попросить объяснить проще, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_047","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-24T20:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если в разговоре страшно начать. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_048","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-25T09:00:00+01:00","Реальная ситуация на английском: в рабочем чате нужно уточнить задачу. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_049","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"tiktok","2026-06-25T13:00:00+01:00","На английском I need to go on job выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_050","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-13T09:00:00+01:00","Английский вроде есть, но на рабочем звонке речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_001","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-13T13:00:00+01:00","На английском ты хотел попросить файл, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_002","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-13T17:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если не понял английский на слух. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_003","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-13T20:00:00+01:00","Реальная ситуация на английском: в банке списали деньги. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_004","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-14T09:00:00+01:00","На английском I very like it выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_005","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-14T13:00:00+01:00","Английский вроде есть, но у врача речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_006","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-14T17:00:00+01:00","На английском ты хотел отказаться от встречи, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_007","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-14T20:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если на английском надо выиграть паузу. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_008","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-15T09:00:00+01:00","Реальная ситуация на английском: у врача нужно описать боль. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_009","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-15T13:00:00+01:00","На английском Tell me please выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_010","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-15T17:00:00+01:00","Английский вроде есть, но на собеседовании речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_011","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-15T20:00:00+01:00","На английском ты хотел попросить повторить, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_012","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-16T09:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если нужно мягко пожаловаться. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_013","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-16T13:00:00+01:00","Реальная ситуация на английском: арендодатель игнорирует ремонт. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_014","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-16T17:00:00+01:00","На английском I feel myself bad выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_015","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-16T20:00:00+01:00","Английский вроде есть, но в банке речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_016","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-17T09:00:00+01:00","На английском ты хотел сказать, что не понял, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_017","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-17T13:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если надо говорить с врачом. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_018","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-17T17:00:00+01:00","Реальная ситуация на английском: на работе дедлайн нереальный. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_019","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-17T20:00:00+01:00","На английском How is it called? выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_020","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-18T09:00:00+01:00","Английский вроде есть, но с арендодателем речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_021","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-18T13:00:00+01:00","На английском ты хотел попросить скидку, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_022","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-18T17:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если надо написать арендодателю. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_023","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-18T20:00:00+01:00","Реальная ситуация на английском: в кафе принесли не то. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_024","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-19T09:00:00+01:00","На английском I am agree выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_025","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-19T13:00:00+01:00","Английский вроде есть, но в аэропорту речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_026","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-19T17:00:00+01:00","На английском ты хотел напомнить о задаче, но дословная фраза меняет тон. Главный сдвиг: заменяй прямую команду на мягкую конструкцию, чтобы звучать взросло и спокойно. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_027","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-19T20:00:00+01:00","В английском разговоре нужна не теория, а набор фраз для ситуации: если на работе надо не согласиться. Главный сдвиг: выучи не одно слово, а короткий сценарий из 3-5 фраз. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_028","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-20T09:00:00+01:00","Реальная ситуация на английском: в отеле не работает карта. Главный сдвиг: говори не одним резким предложением, а маленькой цепочкой: вход, детали, просьба. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_029","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-20T13:00:00+01:00","На английском I have 30 years выдаёт перевод с русского. Главный сдвиг: не переводи конструкцию дословно, запоминай живую формулу целиком. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_030","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
"facebook","2026-06-20T17:00:00+01:00","Английский вроде есть, но в small talk речь внезапно пропадает. Главный сдвиг: нужны готовые фразы-мостики, которые можно произнести сразу. Phraseman — мобильное приложение для живого английского с короткими уроками, озвучкой и объяснениями по-русски. Скачивай бесплатно по ссылке в шапке профиля.","post_031","8","YouTube excluded. API blocked by Publer plan; use this as manual schedule/import checklist."
